MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
20,RL,0.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,568,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,11,WD,Normal,224000,54,2,2368,2936,2.0,324
20,RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,402,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,TA,Y,0,0,5,WD,Normal,129000,39,39,1386,1788,1.0,0
90,RL,60.0,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,0,GasA,TA,Y,SBrkr,0,0,2,TA,6,Typ,0,No,CarPort,Unf,2,Fa,Y,0,0,1,WD,Alloca,108959,39,39,2456,2456,3.0,120
80,RL,0.0,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,289,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,6,WD,Normal,194000,29,29,2503,2792,2.5,348
20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,1502,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,9,New,Partial,233170,0,0,1502,3004,2.0,114
20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,1694,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,3,TA,Y,0,0,2,WD,Normal,245350,2,2,1694,3388,2.0,193
60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,GLQ,173,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,2,WD,Normal,173000,6,6,2457,2630,3.5,38
70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,501,GasA,Ex,Y,SBrkr,0,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,TA,Y,0,0,7,WD,Normal,235000,73,22,2734,3235,2.0,90
60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,543,GasA,Ex,Y,SBrkr,0,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,TA,Y,0,0,7,WD,Normal,625000,11,10,5014,5557,4.5,437
80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,574,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,TA,Y,576,0,7,WD,Normal,171000,31,31,1640,2214,2.0,203
20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,599,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,1400,11,WD,Normal,163000,50,50,1923,2522,2.0,288
160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,625,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Fin,2,TA,Y,0,0,3,WD,Normal,171900,2,1,1250,1875,2.5,54
50,RL,138.0,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,977,GasA,TA,Y,SBrkr,479,3,1,Ex,12,Maj1,1,Gd,No,No,0,No,Y,0,0,3,WD,Normal,200500,61,13,3228,4684,3.0,122
70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,449,GasA,TA,Y,SBrkr,0,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,7,WD,Normal,239000,74,56,2848,3297,2.5,0
50,RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,983,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,4,WD,Normal,285000,15,7,3572,4555,2.5,33
20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,218,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,10,WD,Normal,119500,24,23,1581,1799,2.0,362
50,RM,0.0,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,350,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,N,0,0,12,WD,Normal,115000,83,5,1692,2042,1.0,116
50,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,731,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,Fa,Y,0,0,7,WD,Normal,154900,88,59,1343,2074,1.5,294
20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Min2,1,Gd,No,No,0,No,N,0,0,4,WD,Normal,93000,52,52,1124,1124,1.0,226
60,RL,0.0,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,Wood,Gd,TA,No,LwQ,0,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,4,WD,Normal,250000,16,15,3730,3730,2.5,0
120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,120,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,11,New,Partial,392500,0,0,3132,3252,3.5,368
30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,No,0.0,TA,TA,BrkTil,TA,TA,No,Rec,299,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,6,WD,Normal,120000,86,56,1951,2250,2.0,229
20,RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,413,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,2,TA,2Types,RFn,3,TA,Y,0,0,5,WD,Normal,186700,44,44,2731,3144,2.5,526
50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,3,WD,Normal,104900,82,56,1613,2005,2.0,236
190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,538,GasA,TA,Y,SBrkr,0,3,2,TA,7,Typ,0,No,CarPort,Unf,2,Fa,Y,0,0,8,WD,Abnorml,95000,109,39,2139,2677,3.0,74
20,RL,89.0,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,168,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,TA,Y,0,0,7,WD,Normal,262000,12,11,3080,3248,3.0,306
60,RL,68.0,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,831,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,195000,7,7,1660,2491,2.5,212
60,RL,60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,TA,TA,No,Unf,994,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,189000,11,11,1804,2798,2.5,200
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,776,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,11,WD,Normal,174000,8,7,1441,2217,2.5,206
50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,TA,TA,Mn,Unf,702,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Detchd,Unf,1,TA,P,0,0,7,WD,Normal,125000,82,13,1472,2174,1.0,84
120,RM,0.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,341,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,165000,10,10,2107,2448,3.0,304
60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,292,GasA,TA,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Attchd,Fin,1,TA,Y,0,0,3,WD,Normal,158000,41,41,1723,2015,1.5,415
60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,7,WD,Normal,176000,3,3,1456,2184,2.5,124
60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,879,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,11,New,Partial,219210,0,0,1863,2742,2.5,117
75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,815,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,7,ConLw,Normal,144000,90,56,1690,2505,1.0,330
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1212,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,178000,8,8,1212,2424,2.0,356
20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,504,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,148000,43,27,1929,2433,1.5,82
20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,864,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,7,Oth,Abnorml,116050,36,36,864,1728,1.0,0
60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,Av,Unf,866,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,3,WD,Normal,197900,11,11,1779,2645,2.5,234
50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,884,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,TA,N,0,0,5,WD,Normal,117000,84,12,1348,2232,2.0,208
20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,1630,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,213000,9,8,1630,3260,2.0,308
20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,268,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,153500,31,31,1862,2130,2.5,88
20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,1496,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,TA,Y,0,0,6,WD,Normal,271900,19,18,2858,4354,2.0,154
20,RH,0.0,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,11,WD,Normal,107000,40,40,2112,2112,2.0,42
20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1342,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,200000,3,3,2040,3382,3.0,215
20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,Rec,319,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,10,WD,Normal,140000,46,28,1895,2214,2.0,0
20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,440,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,5,New,Partial,290000,0,0,2880,3320,3.0,372
60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1055,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,TA,Y,0,400,5,WD,Normal,189000,18,18,1845,2900,2.5,739
50,RL,152.0,12134,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,132,GasA,Gd,Y,SBrkr,0,4,1,TA,8,Typ,0,No,Basment,RFn,2,TA,Y,0,0,6,WD,Normal,164000,22,5,2179,2311,2.0,337
30,RL,50.0,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,328,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Attchd,Unf,1,TA,N,0,0,8,WD,Normal,113000,68,59,1016,1344,2.0,113
80,RL,0.0,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,0,GasA,Ex,Y,SBrkr,0,0,1,TA,3,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,5,WD,Normal,145000,41,5,1608,1608,1.5,88
85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,141,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,5,WD,Normal,134500,44,44,1783,1924,2.0,222
20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,340,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,RFn,1,TA,Y,0,0,5,WD,Normal,125000,41,41,1448,1788,1.0,0
90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,4,WD,Normal,112000,32,32,1902,1902,2.0,0
20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,364,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,9,New,Partial,229456,0,0,2250,2614,3.0,247
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,Gd,N,SBrkr,0,2,1,TA,3,Typ,0,No,No,No,0,No,N,0,0,7,WD,Normal,80500,59,56,912,912,1.0,0
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,672,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,0,No,No,No,0,No,N,0,0,4,WD,Abnorml,91500,35,35,1218,1890,1.5,201
20,RL,66.0,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,11,WD,Abnorml,115000,42,42,1824,1824,1.0,0
20,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,210,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,TA,Attchd,Unf,1,TA,Y,0,0,8,WD,Normal,134000,40,40,1953,2163,1.0,63
50,RL,78.0,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,844,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1,TA,Y,0,0,1,WD,Normal,143000,58,57,2042,2886,2.0,0
20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,1380,GasA,TA,N,FuseA,0,4,1,TA,7,Mod,0,No,Detchd,Unf,2,TA,Y,0,0,10,WD,Normal,137900,55,55,2892,4272,2.0,30
60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,2,WD,Normal,184000,4,3,2214,2278,3.5,175
80,RL,65.0,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,81,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,6,WD,Normal,145000,49,49,1645,1726,1.5,224
60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,894,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,1,WD,Normal,214000,1,1,1933,2827,2.5,118
20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,317,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,12,WD,Normal,147000,43,0,1507,1824,2.0,240
